"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Baldwin",2024,355,278,77,0,0,0,0,90,58,40,0,0,127,228,0
"Alabama","Clay",2024,354,307,47,0,0,0,0,75,52,29,0,0,0,354,0
"Alabama","DeKalb",2024,366,277,89,0,0,0,0,87,57,43,0,0,242,124,0
"Alabama","Elmore",2024,234,231,3,0,0,0,0,58,46,37,0,0,234,0,0
"Alabama","Etowah",2024,362,212,150,0,0,0,0,93,60,47,0,0,84,278,0
"Alabama","Jefferson",2024,366,95,265,6,0,0,0,119,79,57,0,0,73,293,0
"Alabama","Lawrence",2024,110,95,15,0,0,0,0,86,54,33,0,0,0,110,0
"Alabama","Madison",2024,363,254,109,0,0,0,0,100,58,44,0,0,135,227,1
"Alabama","Mobile",2024,365,242,123,0,0,0,0,80,58,45,0,0,92,271,2
"Alabama","Montgomery",2024,358,247,110,1,0,0,0,102,57,42,0,0,102,255,1
"Alabama","Morgan",2024,366,264,102,0,0,0,0,81,58,44,0,0,128,238,0
"Alabama","Russell",2024,277,223,54,0,0,0,0,98,55,42,0,0,178,99,0
"Alabama","Shelby",2024,239,216,23,0,0,0,0,97,50,40,0,0,239,0,0
"Alabama","Sumter",2024,366,309,57,0,0,0,0,73,53,36,0,0,116,250,0
"Alabama","Tuscaloosa",2024,359,318,39,2,0,0,0,125,53,37,0,0,173,186,0
"Alaska","Aleutians East ",2024,112,111,1,0,0,0,0,53,28,13,0,0,0,112,0
"Alaska","Anchorage ",2024,366,297,69,0,0,0,0,90,55,24,10,0,0,250,106
"Alaska","Denali ",2024,362,357,5,0,0,0,0,77,43,35,0,0,358,4,0
"Alaska","Fairbanks North Star ",2024,366,213,128,15,8,1,1,325,89,42,0,0,128,233,5
"Alaska","Juneau ",2024,356,304,52,0,0,0,0,84,55,24,0,0,0,356,0
"Alaska","Kenai Peninsula ",2024,122,122,0,0,0,0,0,42,17,8,0,0,0,122,0
"Alaska","Matanuska-Susitna ",2024,359,331,28,0,0,0,0,95,43,15,0,0,0,324,35
"Alaska","North Slope ",2024,120,120,0,0,0,0,0,32,17,5,0,0,0,120,0
"Arizona","Apache",2024,352,350,2,0,0,0,0,57,26,14,0,0,0,55,297
"Arizona","Cochise",2024,366,225,128,11,1,0,1,307,80,48,0,0,325,0,41
"Arizona","Coconino",2024,366,250,111,5,0,0,0,136,74,46,0,0,356,10,0
"Arizona","Gila",2024,366,193,144,27,2,0,0,159,97,50,0,0,341,1,24
"Arizona","La Paz",2024,363,224,135,4,0,0,0,105,77,47,0,0,355,5,3
"Arizona","Maricopa",2024,366,33,260,65,7,1,0,261,113,77,0,0,207,94,65
"Arizona","Mohave",2024,352,347,5,0,0,0,0,69,30,19,0,0,0,1,351
"Arizona","Navajo",2024,361,359,2,0,0,0,0,53,22,13,0,0,0,78,283
"Arizona","Pima",2024,366,113,241,10,2,0,0,171,87,56,0,0,217,107,42
"Arizona","Pinal",2024,366,77,219,65,3,1,1,337,111,77,0,0,158,43,165
"Arizona","Santa Cruz",2024,361,213,139,8,0,0,1,494,72,43,0,0,0,281,80
"Arizona","Yavapai",2024,366,225,139,2,0,0,0,115,80,47,0,0,365,1,0
"Arizona","Yuma",2024,365,212,149,3,1,0,0,179,74,47,0,0,216,58,91
"Arkansas","Arkansas",2024,118,72,46,0,0,0,0,98,60,46,0,0,0,118,0
"Arkansas","Ashley",2024,121,77,44,0,0,0,0,96,60,41,0,0,0,121,0
"Arkansas","Clark",2024,360,336,24,0,0,0,0,93,48,35,0,0,360,0,0
"Arkansas","Crittenden",2024,366,294,67,5,0,0,0,133,58,41,0,1,299,66,0
"Arkansas","Garland",2024,118,63,55,0,0,0,0,97,62,50,0,0,0,118,0
"Arkansas","Jackson",2024,117,83,34,0,0,0,0,95,59,39,0,0,0,117,0
"Arkansas","Newton",2024,366,334,32,0,0,0,0,87,50,39,0,0,337,29,0
"Arkansas","Polk",2024,324,261,62,0,1,0,0,167,56,38,0,0,234,90,0
"Arkansas","Pulaski",2024,366,118,242,5,0,1,0,205,76,55,0,0,56,310,0
"Arkansas","Union",2024,121,62,59,0,0,0,0,93,62,49,0,0,0,121,0
"Arkansas","Washington",2024,366,304,61,1,0,0,0,101,54,41,0,0,299,67,0
"California","Alameda",2024,366,194,171,1,0,0,0,105,63,49,0,0,14,352,0
"California","Amador",2024,359,281,72,6,0,0,0,143,74,40,0,0,359,0,0
"California","Butte",2024,366,231,133,0,1,1,0,213,71,46,0,0,243,115,8
"California","Calaveras",2024,359,261,90,8,0,0,0,129,74,42,0,0,273,86,0
"California","Colusa",2024,366,68,298,0,0,0,0,90,63,54,0,0,31,331,4
"California","Contra Costa",2024,361,193,168,0,0,0,0,94,63,48,0,0,13,348,0
"California","Del Norte",2024,289,232,55,2,0,0,0,125,54,32,0,0,0,289,0
"California","El Dorado",2024,366,261,97,8,0,0,0,115,80,44,0,0,356,5,5
"California","Fresno",2024,366,71,216,65,14,0,0,169,126,67,0,0,196,155,15
"California","Glenn",2024,366,292,74,0,0,0,0,80,54,39,0,0,237,124,5
"California","Humboldt",2024,366,266,100,0,0,0,0,86,58,38,0,0,150,199,17
"California","Imperial",2024,366,83,233,42,5,2,1,341,107,63,0,1,194,98,73
"California","Inyo",2024,366,90,246,17,7,2,4,1322,93,61,0,0,188,130,48
"California","Kern",2024,366,76,196,73,21,0,0,177,140,72,0,0,225,122,19
"California","Kings",2024,366,100,231,33,2,0,0,156,100,60,0,0,165,146,55
"California","Lake",2024,363,361,2,0,0,0,0,67,41,32,0,0,357,6,0
"California","Los Angeles",2024,366,38,195,78,46,9,0,230,164,80,0,1,198,158,9
"California","Madera",2024,366,163,178,25,0,0,0,140,96,52,0,0,215,112,39
"California","Marin",2024,357,308,49,0,0,0,0,86,52,28,0,3,47,307,0
"California","Mariposa",2024,366,255,105,6,0,0,0,133,74,45,0,0,336,30,0
"California","Mendocino",2024,366,244,122,0,0,0,0,83,57,43,0,0,99,265,2
"California","Merced",2024,366,168,163,34,1,0,0,151,100,52,0,0,237,110,19
"California","Mono",2024,366,341,25,0,0,0,0,69,45,19,0,0,0,210,156
"California","Monterey",2024,366,292,74,0,0,0,0,71,55,39,0,0,185,163,18
"California","Nevada",2024,365,313,50,2,0,0,0,132,55,36,0,0,134,231,0
"California","Orange",2024,366,119,231,13,3,0,0,172,84,54,0,11,114,239,2
"California","Placer",2024,366,188,151,27,0,0,0,140,93,50,0,0,263,103,0
"California","Plumas",2024,366,188,162,7,7,2,0,253,88,48,0,0,0,366,0
"California","Riverside",2024,366,43,176,80,60,7,0,213,174,87,0,0,212,115,39
"California","Sacramento",2024,366,182,169,15,0,0,0,140,84,51,0,0,193,173,0
"California","San Benito",2024,366,260,105,1,0,0,0,105,58,43,0,0,218,148,0
"California","San Bernardino",2024,366,40,182,56,61,26,1,593,185,87,0,7,218,123,18
"California","San Diego",2024,366,47,267,48,4,0,0,161,105,71,0,0,202,151,13
"California","San Francisco",2024,334,254,80,0,0,0,0,94,56,33,0,8,22,304,0
"California","San Joaquin",2024,366,178,177,11,0,0,0,140,79,51,0,0,142,215,9
"California","San Luis Obispo",2024,366,193,163,10,0,0,0,122,80,49,0,0,262,102,2
"California","San Mateo",2024,319,281,38,0,0,0,0,73,51,27,3,10,48,258,0
"California","Santa Barbara",2024,366,193,171,2,0,0,0,146,60,49,0,0,162,198,6
"California","Santa Clara",2024,363,201,161,1,0,0,0,111,63,47,0,1,28,334,0
"California","Santa Cruz",2024,366,293,73,0,0,0,0,80,54,39,0,0,117,249,0
"California","Shasta",2024,366,268,94,3,0,1,0,232,69,44,0,0,290,76,0
"California","Siskiyou",2024,366,284,82,0,0,0,0,94,60,41,0,0,256,110,0
"California","Solano",2024,365,343,22,0,0,0,0,80,46,36,0,2,340,22,1
"California","Sonoma",2024,366,348,18,0,0,0,0,72,41,19,1,0,44,197,124
"California","Stanislaus",2024,366,166,162,38,0,0,0,150,101,53,0,0,214,136,16
"California","Sutter",2024,366,195,166,5,0,0,0,115,80,49,0,0,220,146,0
"California","Tehama",2024,366,252,112,2,0,0,0,109,71,43,0,0,280,85,1
"California","Trinity",2024,357,258,98,1,0,0,0,113,62,31,0,0,0,357,0
"California","Tulare",2024,366,76,179,83,28,0,0,185,147,71,0,0,213,144,9
"California","Tuolumne",2024,354,286,64,4,0,0,0,115,67,40,0,0,354,0,0
"California","Ventura",2024,366,191,160,14,1,0,0,176,84,50,0,0,247,116,3
"California","Yolo",2024,366,238,127,1,0,0,0,118,63,45,0,0,203,163,0
"Colorado","Adams",2024,366,147,197,20,2,0,0,161,93,55,0,30,211,73,52
"Colorado","Alamosa",2024,365,325,40,0,0,0,0,98,51,26,0,0,0,319,46
"Colorado","Arapahoe",2024,366,196,153,15,2,0,0,161,87,49,0,0,332,34,0
"Colorado","Archuleta",2024,366,349,17,0,0,0,0,80,45,32,0,0,275,0,91
"Colorado","Boulder",2024,366,212,144,9,1,0,0,154,77,49,0,0,231,126,9
"Colorado","Chaffee",2024,161,74,82,5,0,0,0,112,84,51,0,0,161,0,0
"Colorado","Clear Creek",2024,351,202,139,10,0,0,0,136,80,49,0,0,351,0,0
"Colorado","Denver",2024,366,129,208,26,3,0,0,172,93,55,0,59,196,111,0
"Colorado","Douglas",2024,363,208,130,21,4,0,0,166,93,48,0,0,326,37,0
"Colorado","El Paso",2024,366,202,150,12,2,0,0,166,80,49,0,0,324,42,0
"Colorado","Fremont",2024,362,354,8,0,0,0,0,59,29,13,0,0,0,0,362
"Colorado","Garfield",2024,366,216,145,5,0,0,0,133,74,49,0,0,359,7,0
"Colorado","Gilpin",2024,363,240,111,12,0,0,0,150,77,48,0,0,363,0,0
"Colorado","Grand",2024,161,133,28,0,0,0,0,93,58,45,0,0,161,0,0
"Colorado","Gunnison",2024,366,243,123,0,0,0,0,100,67,47,0,0,366,0,0
"Colorado","Jackson",2024,364,304,57,3,0,0,0,105,58,44,0,0,348,13,3
"Colorado","Jefferson",2024,366,192,137,30,7,0,0,174,101,50,0,0,366,0,0
"Colorado","La Plata",2024,366,241,123,1,0,1,0,240,74,46,0,1,351,14,0
"Colorado","Larimer",2024,366,156,187,21,2,0,0,161,87,54,0,0,300,66,0
"Colorado","Mesa",2024,366,215,144,7,0,0,0,136,77,48,0,0,305,59,2
"Colorado","Montezuma",2024,366,262,103,1,0,0,0,101,67,45,0,0,366,0,0
"Colorado","Park",2024,323,172,139,12,0,0,0,147,84,50,0,0,323,0,0
"Colorado","Pitkin",2024,257,246,11,0,0,0,0,76,40,19,0,0,0,205,52
"Colorado","Prowers",2024,366,321,45,0,0,0,0,98,52,25,0,0,0,283,83
"Colorado","Pueblo",2024,366,249,109,8,0,0,0,143,74,44,0,0,312,47,7
"Colorado","Rio Blanco",2024,366,266,96,4,0,0,0,142,67,46,0,1,351,14,0
"Colorado","Routt",2024,365,364,1,0,0,0,0,53,25,12,0,0,0,0,365
"Colorado","San Juan",2024,121,120,1,0,0,0,0,51,19,9,0,0,0,121,0
"Colorado","San Miguel",2024,361,311,50,0,0,0,0,97,54,19,0,0,124,0,237
"Colorado","Weld",2024,366,149,196,19,2,0,0,164,87,54,0,0,256,110,0
"Connecticut","Fairfield",2024,366,248,97,18,3,0,0,154,75,42,0,30,180,156,0
"Connecticut","Hartford",2024,366,280,79,6,1,0,0,185,59,39,1,18,204,143,0
"Connecticut","Litchfield",2024,362,305,49,8,0,0,0,119,58,38,4,0,314,44,0
"Connecticut","Middlesex",2024,209,178,25,5,1,0,0,177,61,40,0,0,209,0,0
"Connecticut","New Haven",2024,366,260,94,11,1,0,0,156,62,41,0,22,206,138,0
"Connecticut","New London",2024,365,309,51,5,0,0,0,126,55,37,0,0,174,191,0
"Connecticut","Tolland",2024,205,184,16,4,1,0,0,156,51,37,0,0,205,0,0
"Connecticut","Windham",2024,359,340,17,2,0,0,0,122,46,34,0,0,359,0,0
"Country Of Mexico","SONORA",2024,366,131,216,16,3,0,0,193,92,57,0,0,90,115,161
"Delaware","Kent",2024,336,250,86,0,0,0,0,100,58,41,0,0,195,141,0
"Delaware","New Castle",2024,366,246,116,4,0,0,0,119,67,43,0,2,217,147,0
"Delaware","Sussex",2024,365,298,67,0,0,0,0,90,55,40,0,0,259,106,0
"District Of Columbia","District of Columbia",2024,366,233,129,4,0,0,0,133,65,45,0,18,191,157,0
"Florida","Alachua",2024,349,300,49,0,0,0,0,94,52,38,0,0,167,182,0
"Florida","Baker",2024,359,279,80,0,0,0,0,87,55,42,0,0,98,261,0
"Florida","Bay",2024,356,214,141,0,0,1,0,215,60,47,0,0,89,267,0
"Florida","Brevard",2024,366,311,55,0,0,0,0,74,53,40,0,0,281,85,0
"Florida","Broward",2024,366,213,152,0,1,0,0,154,61,47,0,6,126,233,1
"Florida","Citrus",2024,345,248,96,0,0,1,0,272,56,43,0,0,0,345,0
"Florida","Collier",2024,366,279,87,0,0,0,0,87,55,42,0,0,112,254,0
"Florida","Columbia",2024,349,220,129,0,0,0,0,93,61,44,0,0,100,249,0
"Florida","Duval",2024,366,190,176,0,0,0,0,98,64,50,0,1,113,251,1
"Florida","Escambia",2024,366,256,110,0,0,0,0,84,59,43,0,0,172,194,0
"Florida","Flagler",2024,354,344,10,0,0,0,0,71,45,35,0,0,354,0,0
"Florida","Hamilton",2024,319,215,104,0,0,0,0,75,58,44,0,0,0,319,0
"Florida","Highlands",2024,363,333,30,0,0,0,0,77,50,35,0,0,363,0,0
"Florida","Hillsborough",2024,362,190,168,4,0,0,0,143,64,50,1,0,110,249,2
"Florida","Holmes",2024,357,215,142,0,0,0,0,73,58,47,0,0,66,291,0
"Florida","Indian River",2024,348,344,4,0,0,0,0,64,44,35,0,0,348,0,0
"Florida","Lake",2024,344,312,32,0,0,0,0,100,50,36,0,0,344,0,0
"Florida","Lee",2024,340,313,27,0,0,0,0,80,49,37,0,0,337,3,0
"Florida","Leon",2024,355,243,111,1,0,0,0,129,59,44,0,0,94,261,0
"Florida","Liberty",2024,330,327,3,0,0,0,0,54,43,31,0,0,330,0,0
"Florida","Manatee",2024,348,317,30,1,0,0,0,115,50,37,0,0,348,0,0
"Florida","Marion",2024,360,189,170,1,0,0,0,101,60,49,0,0,84,276,0
"Florida","Martin",2024,357,309,48,0,0,0,0,71,53,39,0,0,219,138,0
"Florida","Miami-Dade",2024,366,219,143,1,3,0,0,197,61,48,0,17,94,254,1
"Florida","Okaloosa",2024,366,341,25,0,0,0,0,74,50,36,0,0,361,0,5
"Florida","Orange",2024,360,272,86,2,0,0,0,121,58,41,0,3,214,143,0
"Florida","Osceola",2024,349,314,34,1,0,0,0,108,51,36,0,0,332,17,0
"Florida","Palm Beach",2024,366,257,109,0,0,0,0,76,57,43,0,0,129,237,0
"Florida","Pasco",2024,354,320,34,0,0,0,0,97,50,39,0,0,354,0,0
"Florida","Pinellas",2024,360,213,144,3,0,0,0,132,60,48,1,0,114,242,3
"Florida","Polk",2024,365,282,82,1,0,0,0,105,58,39,0,0,234,131,0
"Florida","Putnam",2024,362,329,31,2,0,0,0,112,49,25,0,0,0,0,362
"Florida","Santa Rosa",2024,366,235,131,0,0,0,0,81,60,46,0,0,117,249,0
"Florida","Sarasota",2024,360,242,117,1,0,0,0,115,61,44,0,0,144,216,0
"Florida","Seminole",2024,286,204,81,1,0,0,0,149,61,43,0,0,153,133,0
"Florida","St. Lucie",2024,362,353,9,0,0,0,0,64,45,35,0,0,362,0,0
"Florida","Volusia",2024,360,293,67,0,0,0,0,76,53,39,0,0,172,188,0
"Florida","Wakulla",2024,356,261,94,1,0,0,0,139,55,41,0,0,109,247,0
"Georgia","Bibb",2024,366,179,185,2,0,0,0,123,65,51,0,0,47,319,0
"Georgia","Charlton",2024,116,109,7,0,0,0,0,81,44,27,0,0,0,116,0
"Georgia","Chatham",2024,365,232,132,1,0,0,0,130,58,44,0,0,76,289,0
"Georgia","Chattooga",2024,240,231,9,0,0,0,0,77,48,39,0,0,240,0,0
"Georgia","Clarke",2024,364,222,140,2,0,0,0,126,62,46,0,0,106,258,0
"Georgia","Clayton",2024,222,124,96,2,0,0,0,128,63,45,0,0,0,222,0
"Georgia","Cobb",2024,364,202,162,0,0,0,0,86,64,48,0,0,76,288,0
"Georgia","Coffee",2024,356,240,115,1,0,0,0,137,60,43,0,0,0,356,0
"Georgia","Columbia",2024,172,162,10,0,0,0,0,90,48,36,0,0,172,0,0
"Georgia","Dawson",2024,245,225,19,0,1,0,0,154,49,39,0,0,245,0,0
"Georgia","DeKalb",2024,366,178,182,6,0,0,0,133,67,51,0,14,85,267,0
"Georgia","Dougherty",2024,366,227,135,4,0,0,0,121,61,45,0,0,0,366,0
"Georgia","Douglas",2024,244,208,34,2,0,0,0,133,64,41,0,0,244,0,0
"Georgia","Floyd",2024,361,256,105,0,0,0,0,89,59,38,0,0,0,361,0
"Georgia","Fulton",2024,366,186,176,4,0,0,0,129,67,50,1,30,71,264,0
"Georgia","Glynn",2024,366,286,80,0,0,0,0,84,56,39,0,0,125,241,0
